Time,1.Temperature(C),1.Wind(m/s),2.Temperature(C),2.Wind(m/s),3.Temperature(C),3.Wind(m/s),4.Temperature(C),4.Wind(m/s),5.Temperature(C),5.Wind(m/s),6.Temperature(C),6.Wind(m/s),7.Temperature(C),7.Wind(m/s),8.Temperature(C),8.Wind(m/s),8.Pressure(Pa),9.Temperature(C),9.Wind(m/s),9.Pressure(Pa)
1756262183000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756262188000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756262193000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756262198000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756262203000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756262207000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756262212000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756262217000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756262222000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756262227000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756262232000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756262237000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756262243000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756262248000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756262253000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756262258000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756262263000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756262268000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756262273000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756262278000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756262283000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756262288000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756262293000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756262298000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756262303000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756262308000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756262313000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756262318000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756262324000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756262329000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756262334000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756262339000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756262344000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756262349000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756262354000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756262359000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756262364000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756262369000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756262374000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756262379000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756262385000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756262390000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756262395000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756262400000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756262405000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756262410000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756262415000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756262420000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756262425000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756262430000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756262435000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756262440000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756262446000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756262451000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756262455000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756262460000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756262466000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756262471000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756262476000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756262481000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756262486000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756262491000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756262496000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756262501000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756262506000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756262527000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756262543000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756262560000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756262601000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756262607000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756262607000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756262611000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756262616000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756262621000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756262627000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756262632000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756262637000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756262642000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756262647000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756262652000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756262657000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756262662000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756262668000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756262673000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756262678000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756262683000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756262688000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756262693000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756262698000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756262703000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756262708000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756262713000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756262718000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756262723000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756262736000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756262738000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756262738000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756262743000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756262748000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756262753000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756262759000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756262764000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756262769000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756262774000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756262779000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756262784000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756262789000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756262794000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756262800000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756262804000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756262809000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756262814000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756262819000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756262824000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756262830000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756262835000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756262840000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756262845000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756262850000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756262855000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756262860000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756262865000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756262870000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756262875000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756262880000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756262885000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756262890000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756262895000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756262900000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756262905000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756262910000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756262915000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756262928000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756262931000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756262932000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756262935000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756262940000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756262945000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756262950000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756262955000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756262960000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756262965000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756262970000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756262975000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756262980000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756262985000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756262991000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756262996000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756263001000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756263006000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756263011000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756263016000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756263021000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756263026000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756263031000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756263036000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756263042000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756263047000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756263052000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756263057000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756263062000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756263067000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756263072000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756263077000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756263082000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756263087000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756263092000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756263097000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756263102000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756263107000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756263112000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756263118000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756263123000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756263128000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756263133000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756263138000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756263143000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756263148000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756263153000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756263158000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756263163000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756263168000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756263173000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756263178000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756263183000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756263188000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756263193000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756263198000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756263203000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756263208000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756263213000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756263218000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756263223000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756263228000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756263233000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756263239000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756263244000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756263249000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756263254000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756263259000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756263264000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756263269000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756263275000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756263280000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756263285000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756263290000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756263295000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756263301000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756263304000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756263309000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756263314000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756263319000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756263324000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756263330000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756263335000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756263340000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756263345000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756263350000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756263355000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756263360000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756263365000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756263370000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756263375000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756263380000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756263385000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756263390000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756263395000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756263400000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756263406000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756263411000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756263416000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756263421000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756263426000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756263431000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756263436000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756263441000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756263446000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756263451000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756263456000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756263461000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756263466000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756263472000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756263477000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756263482000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756263487000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756263492000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756263497000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756263502000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756263507000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756263512000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756263517000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756263522000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756263527000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756263532000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756263537000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756263542000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756263547000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756263552000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756263557000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756263562000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756263567000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756263572000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756263577000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756263582000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756263587000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756263592000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756263597000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756263602000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756263608000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756263613000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756263618000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756263623000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756263628000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756263633000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756263638000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756263643000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
