1,1757999944,nan,0,nan,0,nan,nan,nan,nan
2,1757999944,nan,0,nan,0,nan,nan,nan,nan
3,1757999944,nan,0,nan,0,nan,nan,nan,nan
4,1757999944,nan,0,nan,0,nan,nan,nan,nan
5,1757999944,nan,0,nan,0,nan,nan,nan,nan
6,1757999944,nan,0,nan,0,nan,nan,nan,nan
7,1757999944,nan,0,nan,0,nan,nan,nan,nan
8,1757999944,nan,0,nan,0,0,3,4
9,1757999944,nan,0,nan,0,0,3,4
1,1757999949,nan,0,nan,0,nan,nan,nan,nan
2,1757999949,nan,0,nan,0,nan,nan,nan,nan
3,1757999949,nan,0,nan,0,nan,nan,nan,nan
4,1757999949,nan,0,nan,0,nan,nan,nan,nan
5,1757999949,nan,0,nan,0,nan,nan,nan,nan
6,1757999949,nan,0,nan,0,nan,nan,nan,nan
7,1757999949,nan,0,nan,0,nan,nan,nan,nan
8,1757999949,nan,0,nan,0,0,3,4
9,1757999949,nan,0,nan,0,0,3,4
1,1757999954,nan,0,nan,0,nan,nan,nan,nan
2,1757999954,nan,0,nan,0,nan,nan,nan,nan
3,1757999954,nan,0,nan,0,nan,nan,nan,nan
4,1757999954,nan,0,nan,0,nan,nan,nan,nan
5,1757999954,nan,0,nan,0,nan,nan,nan,nan
6,1757999954,nan,0,nan,0,nan,nan,nan,nan
7,1757999954,nan,0,nan,0,nan,nan,nan,nan
8,1757999954,nan,0,nan,0,0,3,4
9,1757999954,nan,0,nan,0,0,3,4
1,1757999959,nan,0,nan,0,nan,nan,nan,nan
2,1757999959,nan,0,nan,0,nan,nan,nan,nan
3,1757999959,nan,0,nan,0,nan,nan,nan,nan
4,1757999959,nan,0,nan,0,nan,nan,nan,nan
5,1757999959,nan,0,nan,0,nan,nan,nan,nan
6,1757999959,nan,0,nan,0,nan,nan,nan,nan
7,1757999959,nan,0,nan,0,nan,nan,nan,nan
8,1757999959,nan,0,nan,0,0,3,4
9,1757999959,nan,0,nan,0,0,3,4
1,1757999964,nan,0,nan,0,nan,nan,nan,nan
2,1757999964,nan,0,nan,0,nan,nan,nan,nan
3,1757999964,nan,0,nan,0,nan,nan,nan,nan
4,1757999964,nan,0,nan,0,nan,nan,nan,nan
5,1757999964,nan,0,nan,0,nan,nan,nan,nan
6,1757999964,nan,0,nan,0,nan,nan,nan,nan
7,1757999964,nan,0,nan,0,nan,nan,nan,nan
8,1757999964,nan,0,nan,0,0,3,4
9,1757999964,nan,0,nan,0,0,3,4
1,1757999969,nan,0,nan,0,nan,nan,nan,nan
2,1757999969,nan,0,nan,0,nan,nan,nan,nan
3,1757999969,nan,0,nan,0,nan,nan,nan,nan
4,1757999969,nan,0,nan,0,nan,nan,nan,nan
5,1757999969,nan,0,nan,0,nan,nan,nan,nan
6,1757999969,nan,0,nan,0,nan,nan,nan,nan
7,1757999969,nan,0,nan,0,nan,nan,nan,nan
8,1757999969,nan,0,nan,0,0,3,4
9,1757999969,nan,0,nan,0,0,3,4
1,1757999974,nan,0,nan,0,nan,nan,nan,nan
2,1757999974,nan,0,nan,0,nan,nan,nan,nan
3,1757999974,nan,0,nan,0,nan,nan,nan,nan
4,1757999974,nan,0,nan,0,nan,nan,nan,nan
5,1757999974,nan,0,nan,0,nan,nan,nan,nan
6,1757999974,nan,0,nan,0,nan,nan,nan,nan
7,1757999974,nan,0,nan,0,nan,nan,nan,nan
8,1757999974,nan,0,nan,0,0,3,4
9,1757999974,nan,0,nan,0,0,3,4
1,1757999979,nan,0,nan,0,nan,nan,nan,nan
2,1757999979,nan,0,nan,0,nan,nan,nan,nan
3,1757999979,nan,0,nan,0,nan,nan,nan,nan
4,1757999979,nan,0,nan,0,nan,nan,nan,nan
5,1757999979,nan,0,nan,0,nan,nan,nan,nan
6,1757999979,nan,0,nan,0,nan,nan,nan,nan
7,1757999979,nan,0,nan,0,nan,nan,nan,nan
8,1757999979,nan,0,nan,0,0,3,4
9,1757999979,nan,0,nan,0,0,3,4
1,1757999984,nan,0,nan,0,nan,nan,nan,nan
2,1757999984,nan,0,nan,0,nan,nan,nan,nan
3,1757999984,nan,0,nan,0,nan,nan,nan,nan
4,1757999984,nan,0,nan,0,nan,nan,nan,nan
5,1757999984,nan,0,nan,0,nan,nan,nan,nan
6,1757999984,nan,0,nan,0,nan,nan,nan,nan
7,1757999984,nan,0,nan,0,nan,nan,nan,nan
8,1757999984,nan,0,nan,0,0,3,4
9,1757999984,nan,0,nan,0,0,3,4
1,1757999989,nan,0,nan,0,nan,nan,nan,nan
2,1757999989,nan,0,nan,0,nan,nan,nan,nan
3,1757999989,nan,0,nan,0,nan,nan,nan,nan
4,1757999989,nan,0,nan,0,nan,nan,nan,nan
5,1757999989,nan,0,nan,0,nan,nan,nan,nan
6,1757999989,nan,0,nan,0,nan,nan,nan,nan
7,1757999989,nan,0,nan,0,nan,nan,nan,nan
8,1757999989,nan,0,nan,0,0,3,4
9,1757999989,nan,0,nan,0,0,3,4
1,1757999994,nan,0,nan,0,nan,nan,nan,nan
2,1757999994,nan,0,nan,0,nan,nan,nan,nan
3,1757999994,nan,0,nan,0,nan,nan,nan,nan
4,1757999994,nan,0,nan,0,nan,nan,nan,nan
5,1757999994,nan,0,nan,0,nan,nan,nan,nan
6,1757999994,nan,0,nan,0,nan,nan,nan,nan
7,1757999994,nan,0,nan,0,nan,nan,nan,nan
8,1757999994,nan,0,nan,0,0,3,4
9,1757999994,nan,0,nan,0,0,3,4
1,1758000000,nan,0,nan,0,nan,nan,nan,nan
2,1758000000,nan,0,nan,0,nan,nan,nan,nan
3,1758000000,nan,0,nan,0,nan,nan,nan,nan
4,1758000000,nan,0,nan,0,nan,nan,nan,nan
5,1758000000,nan,0,nan,0,nan,nan,nan,nan
6,1758000000,nan,0,nan,0,nan,nan,nan,nan
7,1758000000,nan,0,nan,0,nan,nan,nan,nan
8,1758000000,nan,0,nan,0,0,3,4
9,1758000000,nan,0,nan,0,0,3,4
1,1758000005,nan,0,nan,0,nan,nan,nan,nan
2,1758000005,nan,0,nan,0,nan,nan,nan,nan
3,1758000005,nan,0,nan,0,nan,nan,nan,nan
4,1758000005,nan,0,nan,0,nan,nan,nan,nan
5,1758000005,nan,0,nan,0,nan,nan,nan,nan
