0,1759806087,nan,nan,nan,nan,nan,nan,nan,nan
1,1759806092,nan,1000,1000,1000.00,nan,nan,nan,nan
2,1759806092,nan,1000,1000,1000.00,nan,nan,nan,nan
3,1759806092,nan,1000,1000,1000.00,nan,nan,nan,nan
4,1759806092,nan,1000,1000,1000.00,nan,nan,nan,nan
5,1759806092,nan,1000,1000,1000.00,nan,nan,nan,nan
6,1759806092,nan,1000,1000,1000.00,nan,nan,nan,nan
7,1759806092,nan,1000,1000,1000.00,nan,nan,nan,nan
8,1759806092,nan,1000,1000,1000,1000,1,2
9,1759806092,nan,1000,1000,1000,1000,1,2
10,1759806092,nan,1000.00,nan,nan,nan,nan,nan
13,1759806092,nan,1000.00,nan,nan,nan,nan,nan
1,1759806098,nan,1000,1000,1000.00,nan,nan,nan,nan
2,1759806098,nan,1000,1000,1000.00,nan,nan,nan,nan
3,1759806098,nan,1000,1000,1000.00,nan,nan,nan,nan
4,1759806098,nan,1000,1000,1000.00,nan,nan,nan,nan
5,1759806098,nan,1000,1000,1000.00,nan,nan,nan,nan
6,1759806098,nan,1000,1000,1000.00,nan,nan,nan,nan
7,1759806098,nan,1000,1000,1000.00,nan,nan,nan,nan
8,1759806098,nan,1000,1000,1000,1000,1,2
9,1759806098,nan,1000,1000,1000,1000,1,2
10,1759806098,nan,1000.00,nan,nan,nan,nan,nan
13,1759806098,nan,1000.00,nan,nan,nan,nan,nan
1,1759806103,nan,1000,1000,1000.00,nan,nan,nan,nan
2,1759806103,nan,1000,1000,1000.00,nan,nan,nan,nan
3,1759806103,nan,1000,1000,1000.00,nan,nan,nan,nan
4,1759806103,nan,1000,1000,1000.00,nan,nan,nan,nan
5,1759806103,nan,1000,1000,1000.00,nan,nan,nan,nan
6,1759806103,nan,1000,1000,1000.00,nan,nan,nan,nan
7,1759806103,nan,1000,1000,1000.00,nan,nan,nan,nan
8,1759806103,nan,1000,1000,1000,1000,1,2
9,1759806103,nan,1000,1000,1000,1000,1,2
10,1759806103,nan,1000.00,nan,nan,nan,nan,nan
13,1759806103,nan,1000.00,nan,nan,nan,nan,nan
1,1759806108,nan,1000,1000,1000.00,nan,nan,nan,nan
2,1759806108,nan,1000,1000,1000.00,nan,nan,nan,nan
3,1759806108,nan,1000,1000,1000.00,nan,nan,nan,nan
4,1759806108,nan,1000,1000,1000.00,nan,nan,nan,nan
5,1759806108,nan,1000,1000,1000.00,nan,nan,nan,nan
6,1759806108,nan,1000,1000,1000.00,nan,nan,nan,nan
7,1759806108,nan,1000,1000,1000.00,nan,nan,nan,nan
8,1759806108,nan,1000,1000,1000,1000,1,2
9,1759806108,nan,1000,1000,1000,1000,1,2
10,1759806108,nan,1000.00,nan,nan,nan,nan,nan
13,1759806108,nan,1000.00,nan,nan,nan,nan,nan
1,1759806114,nan,1000,1000,1000.00,nan,nan,nan,nan
2,1759806114,nan,1000,1000,1000.00,nan,nan,nan,nan
3,1759806114,nan,1000,1000,1000.00,nan,nan,nan,nan
4,1759806114,nan,1000,1000,1000.00,nan,nan,nan,nan
5,1759806114,nan,1000,1000,1000.00,nan,nan,nan,nan
6,1759806114,nan,1000,1000,1000.00,nan,nan,nan,nan
7,1759806114,nan,1000,1000,1000.00,nan,nan,nan,nan
8,1759806114,nan,1000,1000,1000,1000,1,2
9,1759806114,nan,1000,1000,1000,1000,1,2
10,1759806114,nan,1000.00,nan,nan,nan,nan,nan
13,1759806114,nan,1000.00,nan,nan,nan,nan,nan
